siruta,primar,id_partid_principal,nume_partid_principal,linkp
94223,DAMIAN TUDOREL,31,PARTIDUL NAȚIONAL LIBERAL,
93575,ROȘU NUȚI,31,PARTIDUL NAȚIONAL LIBERAL,
93646,DINU VALERE,62,UNIUNEA SOCIAL LIBERALĂ,
94429,ILIE GEORGETA,62,UNIUNEA SOCIAL LIBERALĂ,
94492,BRATEȘ COSTEL,61,PARTIDUL SOCIAL DEMOCRAT,
94535,ȘINCAN D. VASILE,15,PARTIDUL DEMOCRAT LIBERAL,
94562,PANDEA NICOLAE,62,UNIUNEA SOCIAL LIBERALĂ,
94580,AVRAM GEORGE,15,PARTIDUL DEMOCRAT LIBERAL,
94688,IONESCU ȘTEFAN,61,PARTIDUL SOCIAL DEMOCRAT,
94795,CORLĂU LUCIAN,61,PARTIDUL SOCIAL DEMOCRAT,
159650,CARAMAN GEORGIAN,31,PARTIDUL NAȚIONAL LIBERAL,
159847,CAMBURI CONSTANTIN,15,PARTIDUL DEMOCRAT LIBERAL,
159785,IANUȘ NICOLAE,62,UNIUNEA SOCIAL LIBERALĂ,
160644,ION EUGEN,62,UNIUNEA SOCIAL LIBERALĂ,
159963,ȚILINCĂ GHEORGHE,62,UNIUNEA SOCIAL LIBERALĂ,
160092,DONCIU VIORICA,62,UNIUNEA SOCIAL LIBERALĂ,
161106,ONEA NICOLAE,15,PARTIDUL DEMOCRAT LIBERAL,
161384,OLTEANU ION,62,UNIUNEA SOCIAL LIBERALĂ,
160225,COLIU NICULAE,62,UNIUNEA SOCIAL LIBERALĂ,
180000,NEGRARU FLORINEL,15,PARTIDUL DEMOCRAT LIBERAL,
161179,FINOGHEN VITALI - CRISTIAN,15,PARTIDUL DEMOCRAT LIBERAL,
161259,IVAN IGNAT,60,COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA,
179819,BADEA LILIAN,62,UNIUNEA SOCIAL LIBERALĂ,
161348,DUMITRU ENACHE,15,PARTIDUL DEMOCRAT LIBERAL,
179980,CIRIBLAN ROMEO SORIN,62,UNIUNEA SOCIAL LIBERALĂ,
76638,PALADE CĂTĂLIN,62,UNIUNEA SOCIAL LIBERALĂ,
61620,GÂJU MARIANA,62,UNIUNEA SOCIAL LIBERALĂ,
63286,CRISTEA TRAIAN,31,PARTIDUL NAȚIONAL LIBERAL,
180046,LAMBRU CONSTANTIN - CRISTINEL,62,UNIUNEA SOCIAL LIBERALĂ,
105605,ULEIA GHEORGHE,62,UNIUNEA SOCIAL LIBERALĂ,
93771,VOICU LICĂ,31,PARTIDUL NAȚIONAL LIBERAL,
93931,MANEA VICTOR,61,PARTIDUL SOCIAL DEMOCRAT,
102446,BARBU VASILE - MIHAIL,15,PARTIDUL DEMOCRAT LIBERAL,
102525,IANCU ȘTEFAN,61,PARTIDUL SOCIAL DEMOCRAT,
104519,BURTAVEL ION LAURENȚIU,31,PARTIDUL NAȚIONAL LIBERAL,
100781,TACHE ION,31,PARTIDUL NAȚIONAL LIBERAL,
101001,ROTARU ION - VIOREL,31,PARTIDUL NAȚIONAL LIBERAL,
101145,GHENU MARIAN,62,UNIUNEA SOCIAL LIBERALĂ,
101662,VOINEA MARIN,61,PARTIDUL SOCIAL DEMOCRAT,
101742,APOSTOL GELU,62,UNIUNEA SOCIAL LIBERALĂ,
102071,STOICA CONSTANTIN,999,CANDIDAT INDEPENDENT,
102106,ENACHE AUREL FLORIAN,31,PARTIDUL NAȚIONAL LIBERAL,
102213,STOICA ADRIAN - EDUARD,999,CANDIDAT INDEPENDENT,
102543,PETRE GHEORGHE,62,UNIUNEA SOCIAL LIBERALĂ,
102909,CĂRĂȚEANU MARIAN,31,PARTIDUL NAȚIONAL LIBERAL,
102945,DUȚĂ PAUL,15,PARTIDUL DEMOCRAT LIBERAL,
105874,PREDA VASILE,31,PARTIDUL NAȚIONAL LIBERAL,
103354,VĂCARU DUMITRU,62,UNIUNEA SOCIAL LIBERALĂ,
103372,MARIN D. ION,31,PARTIDUL NAȚIONAL LIBERAL,
104118,NIȚU ST. ION,61,PARTIDUL SOCIAL DEMOCRAT,
104680,CORBEA T. CĂTĂLIN,31,PARTIDUL NAȚIONAL LIBERAL,
105106,PĂTULEANU MARIAN,31,PARTIDUL NAȚIONAL LIBERAL,
105936,NICULAE FLORIN,15,PARTIDUL DEMOCRAT LIBERAL,http://www.pna.ro/comunicat.xhtml?id=4527 </br> http://www.pna.ro/comunicat.xhtml?id=4630 </br> http://www.pna.ro/comunicat.xhtml?id=4724 </br> http://www.pna.ro/comunicat.xhtml?id=5219 </br> http://www.pna.ro/comunicat.xhtml?id=5224 </br> http://www.pna.ro/comunicat.xhtml?id=5225 </br>
179533,IACOB PETRE,61,PARTIDUL SOCIAL DEMOCRAT,
179221,CIMPOERU VASILE,31,PARTIDUL NAȚIONAL LIBERAL,
179347,MANOLE M. MARIN,15,PARTIDUL DEMOCRAT LIBERAL,
179383,MLADIN ADRIAN,999,CANDIDAT INDEPENDENT,
179588,MARIN IONUȚ,62,UNIUNEA SOCIAL LIBERALĂ,
179169,NEGOIȚĂ ROBERT SORIN,62,UNIUNEA SOCIAL LIBERALĂ,
179178,POPESCU CRISTIAN - VICTOR PIEDONE,62,UNIUNEA SOCIAL LIBERALĂ,
179187,VANGHELIE MARIAN DANIEL,62,UNIUNEA SOCIAL LIBERALĂ,
179766,NOAPTE GHEORGHE,31,PARTIDUL NAȚIONAL LIBERAL,
179409,RUSE DUMITRU,61,PARTIDUL SOCIAL DEMOCRAT,
179757,CICIREAGĂ ION,61,PARTIDUL SOCIAL DEMOCRAT,
100638,MINCIUNĂ TUDORICĂ,31,PARTIDUL NAȚIONAL LIBERAL,
100610,ȚONE PETRE,62,UNIUNEA SOCIAL LIBERALĂ,
93441,STOICA VASILE,31,PARTIDUL NAȚIONAL LIBERAL,
93085,PAVEL PETRE,31,PARTIDUL NAȚIONAL LIBERAL,
93664,CORBU CONSTANTIN,15,PARTIDUL DEMOCRAT LIBERAL,
94125,EREMIA NICULAE,31,PARTIDUL NAȚIONAL LIBERAL,
94606,NEGOIȚĂ ION,62,UNIUNEA SOCIAL LIBERALĂ,
94768,CONSTANTIN MIHALACHE,62,UNIUNEA SOCIAL LIBERALĂ,
101458,LEFTER LUCIA,62,UNIUNEA SOCIAL LIBERALĂ,
102838,MANOLE VASILE - LAURENȚIU,31,PARTIDUL NAȚIONAL LIBERAL,
101724,STRAȘESCHI NICOLAE,15,PARTIDUL DEMOCRAT LIBERAL,
101804,ROMAN IRINEL,62,UNIUNEA SOCIAL LIBERALĂ,
101822,PENU MIHAIL,62,UNIUNEA SOCIAL LIBERALĂ,
102419,GAZU AURICĂ,62,UNIUNEA SOCIAL LIBERALĂ,
103014,CĂRTUȘANU GHEORGHIȚĂ,15,PARTIDUL DEMOCRAT LIBERAL,
103470,SURDULEASA FLORENTIN - MIHAI,61,PARTIDUL SOCIAL DEMOCRAT,
103568,MANEA SANDU,15,PARTIDUL DEMOCRAT LIBERAL,
104083,DOBRIN ION,62,UNIUNEA SOCIAL LIBERALĂ,
103639,MANEA N. SILVIAN,57,PARTIDUL POPORULUI - DAN DIACONESCU,
104181,IANCU MARIAN - MUGUREL,15,PARTIDUL DEMOCRAT LIBERAL,
104635,DUMITRESCU FLORIN,62,UNIUNEA SOCIAL LIBERALĂ,
104751,DOBRESCU VASILICA,15,PARTIDUL DEMOCRAT LIBERAL,
104886,CĂLIN PETRE - ALEXANDRU,61,PARTIDUL SOCIAL DEMOCRAT,
105222,DUMITRU GRIGORE,15,PARTIDUL DEMOCRAT LIBERAL,
105384,GEAMBAȘU IULIAN,31,PARTIDUL NAȚIONAL LIBERAL,
105712,BOITAN COSTEL,15,PARTIDUL DEMOCRAT LIBERAL,
105776,MOTOTOLEA GH. MARIN,62,UNIUNEA SOCIAL LIBERALĂ,
105829,VASILE LUCIAN,62,UNIUNEA SOCIAL LIBERALĂ,
179962,RADU PAUL,62,UNIUNEA SOCIAL LIBERALĂ,
180055,ROBU ION,57,PARTIDUL POPORULUI - DAN DIACONESCU,
93281,STAN AUREL - IONEL,61,PARTIDUL SOCIAL DEMOCRAT,
105259,GHEORGHESCU SILVIU - NIKI,62,UNIUNEA SOCIAL LIBERALĂ,
100709,DRAGOMIR RĂDUCANU,15,PARTIDUL DEMOCRAT LIBERAL,
100736,OPREA GELAL,15,PARTIDUL DEMOCRAT LIBERAL,
93717,CRISTACHE CONSTANTIN,61,PARTIDUL SOCIAL DEMOCRAT,
100683,SAVA I. CONSTANTIN,31,PARTIDUL NAȚIONAL LIBERAL,
179784,NAE ADRIAN,62,UNIUNEA SOCIAL LIBERALĂ,
136269,ZAMFIRESCU VASILE,15,PARTIDUL DEMOCRAT LIBERAL,
93370,IACOMI ION,62,UNIUNEA SOCIAL LIBERALĂ,
44328,ICONARU MARIAN,62,UNIUNEA SOCIAL LIBERALĂ,
93888,IACOMI IULIAN,62,UNIUNEA SOCIAL LIBERALĂ,
93209,LEFTER C. SORIN DĂNUȚ,61,PARTIDUL SOCIAL DEMOCRAT,
130712,RADU LEONAȘ,62,UNIUNEA SOCIAL LIBERALĂ,
102473,MĂNĂILĂ DOINA,15,PARTIDUL DEMOCRAT LIBERAL,
135850,ANDREI IULIAN - GABRIEL,15,PARTIDUL DEMOCRAT LIBERAL,
136250,VOINESCU MILICĂ,62,UNIUNEA SOCIAL LIBERALĂ,
135949,NEACȘU VASILICĂ,62,UNIUNEA SOCIAL LIBERALĂ,
100576,PISTOL GHEORGHE,31,PARTIDUL NAȚIONAL LIBERAL,
102605,SOCOL GHEORGHE,15,PARTIDUL DEMOCRAT LIBERAL,
100834,DUMĂNICĂ GABRIEL,62,UNIUNEA SOCIAL LIBERALĂ,
100969,PRETORIAN CRISTIAN ȘTEFAN,62,UNIUNEA SOCIAL LIBERALĂ,
101902,CĂLIN BOGDAN CRISTIAN,62,UNIUNEA SOCIAL LIBERALĂ,
102160,ANTON VALERIU,63,UNIUNEA NAȚIONALĂ PENTRU PROGRESUL ROMÂNIEI,
103513,SAMOILĂ GH. ION,31,PARTIDUL NAȚIONAL LIBERAL,
104243,FILIP ANDREI,62,UNIUNEA SOCIAL LIBERALĂ,
131069,BUCUROIU CONSTANTIN,62,UNIUNEA SOCIAL LIBERALĂ,
104546,ALBU ANGHEL,31,PARTIDUL NAȚIONAL LIBERAL,
105160,OANCEA MARIAN,61,PARTIDUL SOCIAL DEMOCRAT,
105570,COȚE GRIGORE,15,PARTIDUL DEMOCRAT LIBERAL,
131620,MĂCHIȚESCU MARIAN,62,UNIUNEA SOCIAL LIBERALĂ,
130534,BĂDESCU IULIAN,62,UNIUNEA SOCIAL LIBERALĂ,
130552,DIMA GHEORGHE,62,UNIUNEA SOCIAL LIBERALĂ,
130614,BUCUR CONSTANTIN,62,UNIUNEA SOCIAL LIBERALĂ,
130678,DUMITRU ADRIAN,62,UNIUNEA SOCIAL LIBERALĂ,
131933,POPESCU NICOLAE,62,UNIUNEA SOCIAL LIBERALĂ,
132226,DASCĂLU VASILE,62,UNIUNEA SOCIAL LIBERALĂ,
133429,CIOLACU CONSTANTIN,62,UNIUNEA SOCIAL LIBERALĂ,
133508,DUMITRU IONUȚ NICOLAE,15,PARTIDUL DEMOCRAT LIBERAL,
133090,BUNEA NICOLAE,62,UNIUNEA SOCIAL LIBERALĂ,
134390,BĂLĂNESCU ADRIAN,15,PARTIDUL DEMOCRAT LIBERAL,
134559,NEDELCU DANIEL,62,UNIUNEA SOCIAL LIBERALĂ,
135020,CAZANCIUC PAUL COSTIN,62,UNIUNEA SOCIAL LIBERALĂ,
179551,PANDELE FLORENTIN - COSTEL,62,UNIUNEA SOCIAL LIBERALĂ,
179141,CHILIMAN ANDREI - IOAN,62,UNIUNEA SOCIAL LIBERALĂ,
179196,MĂNESCU RAREȘ - ȘERBAN,62,UNIUNEA SOCIAL LIBERALĂ,
179463,PRECUP PAUL MIHAI NICU,62,UNIUNEA SOCIAL LIBERALĂ,
179481,GHEORGHE CONSTANTIN SILVIU,31,PARTIDUL NAȚIONAL LIBERAL,
179515,IVAN MARIAN,31,PARTIDUL NAȚIONAL LIBERAL,
105455,CHIRICĂ CONSTANTIN,15,PARTIDUL DEMOCRAT LIBERAL,
179793,MIHĂILĂ NICOLAE,61,PARTIDUL SOCIAL DEMOCRAT,
179800,ZAMFIR MARIAN,62,UNIUNEA SOCIAL LIBERALĂ,
179999,DUMITRU VICTOR - ALEXANDRU,62,UNIUNEA SOCIAL LIBERALĂ,
100754,MARIN I. GHEORGHE,61,PARTIDUL SOCIAL DEMOCRAT,
46867,STOICA NECULAI,61,PARTIDUL SOCIAL DEMOCRAT,
44863,CROITORU CONSTANTIN,61,PARTIDUL SOCIAL DEMOCRAT,
45496,NISTOR ȘTEFAN,61,PARTIDUL SOCIAL DEMOCRAT,
46910,POPESCU GABRIEL,61,PARTIDUL SOCIAL DEMOCRAT,
48138,BAȘTUREA COSTICĂ,61,PARTIDUL SOCIAL DEMOCRAT,
49545,ANDREI ION,61,PARTIDUL SOCIAL DEMOCRAT,
92872,UȘURELU IONEL,61,PARTIDUL SOCIAL DEMOCRAT,
92907,MIHU CORNEL,62,UNIUNEA SOCIAL LIBERALĂ,
93101,STROE GHEORGHE,62,UNIUNEA SOCIAL LIBERALĂ,
94107,STAN FLORIN,62,UNIUNEA SOCIAL LIBERALĂ,
100852,CĂRBUNE M. ION,61,PARTIDUL SOCIAL DEMOCRAT,
94269,BEGAN GH. NICULAE,15,PARTIDUL DEMOCRAT LIBERAL,
102703,TURIGA VALENTIN,62,UNIUNEA SOCIAL LIBERALĂ,
94330,FRIȚU IONEL,15,PARTIDUL DEMOCRAT LIBERAL,
100870,CARPEN MARIUS,15,PARTIDUL DEMOCRAT LIBERAL,
101298,CISMARU NICULAE,15,PARTIDUL DEMOCRAT LIBERAL,
94456,GOMES IULIANA LIVIA,999,CANDIDAT INDEPENDENT,
100923,GRIGORE TUDOR,62,UNIUNEA SOCIAL LIBERALĂ,
101056,POPA DANIEL,15,PARTIDUL DEMOCRAT LIBERAL,
101083,GURLUI MIHAI,62,UNIUNEA SOCIAL LIBERALĂ,
101243,MICU CONSTANTIN,62,UNIUNEA SOCIAL LIBERALĂ,
102749,IUSEIN IUKSEL,62,UNIUNEA SOCIAL LIBERALĂ,
102240,RADU A. ION,61,PARTIDUL SOCIAL DEMOCRAT,
103443,TOMA MIHAIL,15,PARTIDUL DEMOCRAT LIBERAL,
103960,STOENE NICOLAE,61,PARTIDUL SOCIAL DEMOCRAT,
102641,MITREA ION,61,PARTIDUL SOCIAL DEMOCRAT,
103862,GHIȚĂ MIHAI,62,UNIUNEA SOCIAL LIBERALĂ,
103032,DOROBANȚU DOREL,62,UNIUNEA SOCIAL LIBERALĂ,
103283,POPA GRIGORE,61,PARTIDUL SOCIAL DEMOCRAT,
103764,ALEXANDRU CORNELIU,62,UNIUNEA SOCIAL LIBERALĂ,
104341,GIUREA CONSTANTIN,62,UNIUNEA SOCIAL LIBERALĂ,
49153,VIȘOIU VALERIU,31,PARTIDUL NAȚIONAL LIBERAL,
46803,SAVA STROE,15,PARTIDUL DEMOCRAT LIBERAL,
105794,BOBEȘ MIHAIL,61,PARTIDUL SOCIAL DEMOCRAT,
105026,ANDREI CONSTANTIN,15,PARTIDUL DEMOCRAT LIBERAL,
133278,MATEIU DUMITRU,62,UNIUNEA SOCIAL LIBERALĂ,
131407,PROȘCAN EMIL,62,UNIUNEA SOCIAL LIBERALĂ,
132164,DRAGU ION,15,PARTIDUL DEMOCRAT LIBERAL,
132379,ENESCU NICULAE - EMIL,15,PARTIDUL DEMOCRAT LIBERAL,
132510,PANĂ GHEORGHE,15,PARTIDUL DEMOCRAT LIBERAL,
132681,MARIN VOICU,62,UNIUNEA SOCIAL LIBERALĂ,
132752,PAPAINOG GABRIEL,15,PARTIDUL DEMOCRAT LIBERAL,
133394,BADEA CONSTANTIN,62,UNIUNEA SOCIAL LIBERALĂ,
179971,NIȚĂ NICHITA,62,UNIUNEA SOCIAL LIBERALĂ,
180019,TOCILEANU EUGEN,15,PARTIDUL DEMOCRAT LIBERAL,
179828,CRISTEA NICU,15,PARTIDUL DEMOCRAT LIBERAL,
180064,LIȚĂ VASILE,15,PARTIDUL DEMOCRAT LIBERAL,
179150,ONȚANU NECULAI,63,UNIUNEA NAȚIONALĂ PENTRU PROGRESUL ROMÂNIEI,
43812,SOCEANU NECULAI,61,PARTIDUL SOCIAL DEMOCRAT,
42968,MARCHIDANU COSTICĂ,15,PARTIDUL DEMOCRAT LIBERAL,
43019,POPA RADU,62,UNIUNEA SOCIAL LIBERALĂ,
104136,DOBRE MIHAI,31,PARTIDUL NAȚIONAL LIBERAL,
93600,ION MIHAI,31,PARTIDUL NAȚIONAL LIBERAL,
93735,STROE VASILE,15,PARTIDUL DEMOCRAT LIBERAL,
92836,MORARU I. VICTOR,999,CANDIDAT INDEPENDENT,
92658,STOICA ALEXANDRU,62,UNIUNEA SOCIAL LIBERALĂ,
93156,GHEORGHE STELICĂ,15,PARTIDUL DEMOCRAT LIBERAL,
93539,ION RADU - AUREL,15,PARTIDUL DEMOCRAT LIBERAL,
94045,CHIȚOIU NELU,31,PARTIDUL NAȚIONAL LIBERAL,
94161,CRISTEA ELENA,15,PARTIDUL DEMOCRAT LIBERAL,
130785,SAVU ION,62,UNIUNEA SOCIAL LIBERALĂ,
179702,NĂSTASE FĂNEL,61,PARTIDUL SOCIAL DEMOCRAT,
105419,RABABOC ANGHEL,63,UNIUNEA NAȚIONALĂ PENTRU PROGRESUL ROMÂNIEI,
135896,PELIN MIHAI - FLORIN,57,PARTIDUL POPORULUI - DAN DIACONESCU,
179285,OPREA EMILIAN,31,PARTIDUL NAȚIONAL LIBERAL,
179310,CONDU VALENTIN LAURENȚIU,61,PARTIDUL SOCIAL DEMOCRAT,
47578,PETRE DORINEL,61,PARTIDUL SOCIAL DEMOCRAT,
104270,PETRE PETRE,15,PARTIDUL DEMOCRAT LIBERAL,
92783,JUGĂNARU EMIL,61,PARTIDUL SOCIAL DEMOCRAT,
93067,STELIAN TRAIAN,61,PARTIDUL SOCIAL DEMOCRAT,
135146,STAN NISTOR,15,PARTIDUL DEMOCRAT LIBERAL,
175224,HÂRȘU COSTICĂ,62,UNIUNEA SOCIAL LIBERALĂ,
45334,ISPAS GHEORGHE,61,PARTIDUL SOCIAL DEMOCRAT,
44989,TULIN AUREL,61,PARTIDUL SOCIAL DEMOCRAT,
42753,VOINEA IONEL,56,PARTIDUL CONSERVATOR,
49233,DINU NICOLAE,61,PARTIDUL SOCIAL DEMOCRAT,
46019,ȘERCĂIANU VALERICĂ,61,PARTIDUL SOCIAL DEMOCRAT,
131817,CONSTANTIN FLORIN,62,UNIUNEA SOCIAL LIBERALĂ,
134336,ANDREESCU GRIGORE,15,PARTIDUL DEMOCRAT LIBERAL,
136278,NECULA GHEORGHE,15,PARTIDUL DEMOCRAT LIBERAL,
65099,AVRAM GHEORGHE,61,PARTIDUL SOCIAL DEMOCRAT,http://www.pna.ro/comunicat.xhtml?id=4562 </br> http://www.pna.ro/comunicat.xhtml?id=5144 </br>
177879,VULPE ROMEO,62,UNIUNEA SOCIAL LIBERALĂ,
133964,NICA ROBERT VIOREL,15,PARTIDUL DEMOCRAT LIBERAL,
135128,BOȘTINĂ DAN,62,UNIUNEA SOCIAL LIBERALĂ,
42183,CHIRILAȘ TIBERIU - NICOLAE,61,PARTIDUL SOCIAL DEMOCRAT,
135244,RADU GHEORGHE,15,PARTIDUL DEMOCRAT LIBERAL,
47916,LUNGU P. FLORENTIN,61,PARTIDUL SOCIAL DEMOCRAT,
49484,DUMITRESCU CORNELIU,61,PARTIDUL SOCIAL DEMOCRAT,
63580,BĂNCILĂ LECA,61,PARTIDUL SOCIAL DEMOCRAT,
63740,BOKOR TIBERIU,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,
63526,LŐRINCZ ZSIGMOND,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,
63553,KOCSIS BÉLA,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,
64005,KERESTELY CSABA,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,
63937,SZŐCS LEVENTE,53,ERDÉLYI MAGYAR NÉPPÁRT - PARTIDUL POPULAR MAGHIAR DIN TRANSILVANIA,
64130,TUSA LEVENTE,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,
64194,BÖLÖNI DÁVID,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,
64318,CSEH IOSIF,36,PARTIDUL CIVIC MAGHIAR - MAGYAR POLGÁRI PÁRT,
64568,BÁCS - BENKE LÁSZLÓ,53,ERDÉLYI MAGYAR NÉPPÁRT - PARTIDUL POPULAR MAGHIAR DIN TRANSILVANIA,
64602,BRĂNDUS - DENDYUK VASILE - SILVESTRU,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,
64773,DÁLNOKI LAJOS,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,
65011,KIS JOSIF,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,
65147,BARTÓK EDE OTTÓ,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,
65048,ÁDÁM ATTILA - PÉTER,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,
131461,STATE VALENTIN,62,UNIUNEA SOCIAL LIBERALĂ,
131577,COSTEA DANELUȘ,62,UNIUNEA SOCIAL LIBERALĂ,
77377,ȚUCHEL NARCISA HELENA,62,UNIUNEA SOCIAL LIBERALĂ,
132137,ROȘU FLORIN DANIEL,62,UNIUNEA SOCIAL LIBERALĂ,
132896,GONȚEA VIOLETA,15,PARTIDUL DEMOCRAT LIBERAL,
135501,DRAGOMIR CONSTANTIN,15,PARTIDUL DEMOCRAT LIBERAL,
131835,TIRIFON GHEORGHE,62,UNIUNEA SOCIAL LIBERALĂ,
132271,RADU ION,62,UNIUNEA SOCIAL LIBERALĂ,
132486,STAN PETRE,15,PARTIDUL DEMOCRAT LIBERAL,
132574,DUCA DUMITRU,62,UNIUNEA SOCIAL LIBERALĂ,
132645,BABA - IANA GHEORGHE,62,UNIUNEA SOCIAL LIBERALĂ,
133722,POIANĂ IOAN,62,UNIUNEA SOCIAL LIBERALĂ,
134014,DIACONU VASILICĂ,15,PARTIDUL DEMOCRAT LIBERAL,
134096,CORDOȘ VASILE,62,UNIUNEA SOCIAL LIBERALĂ,
134443,ALIONTE MIHAI,62,UNIUNEA SOCIAL LIBERALĂ,
134648,SPĂTĂRELU VALENTIN GHEORGHE,62,UNIUNEA SOCIAL LIBERALĂ,
135315,GÎRBEA CORNEL AHMED,15,PARTIDUL DEMOCRAT LIBERAL,
135404,BUCUR LUCIAN - GABRIEL,62,UNIUNEA SOCIAL LIBERALĂ,
136134,IONIȚĂ ION,62,UNIUNEA SOCIAL LIBERALĂ,
64871,DARAGUS ATTILA,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,
26338,COZMA FĂNICĂ,62,UNIUNEA SOCIAL LIBERALĂ,
86446,BODÓ DÁVID,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,
76745,TUDOSE MARICEL,15,PARTIDUL DEMOCRAT LIBERAL,
133866,MĂRCOCEANU CONSTANTIN,62,UNIUNEA SOCIAL LIBERALĂ,
178901,CIOCĂNEL NICOLAE,62,UNIUNEA SOCIAL LIBERALĂ,
177101,BÎTCĂ TUDOREL,62,UNIUNEA SOCIAL LIBERALĂ,
177655,ZAMFIRESCU VALERICĂ,62,UNIUNEA SOCIAL LIBERALĂ,
48771,MUNTEANU SORIN,61,PARTIDUL SOCIAL DEMOCRAT,
174780,PARASCHIV ȘTEFAN,15,PARTIDUL DEMOCRAT LIBERAL,
46108,ZAMAN VALENTIN SORIN,61,PARTIDUL SOCIAL DEMOCRAT,
178279,BRATOSIN NISTOR,15,PARTIDUL DEMOCRAT LIBERAL,
49849,STOICA AUREL,61,PARTIDUL SOCIAL DEMOCRAT,
49894,ARMEANU VALERIU,61,PARTIDUL SOCIAL DEMOCRAT,
174824,ZAR ALEXANDRU,62,UNIUNEA SOCIAL LIBERALĂ,
175019,NICOLAȘ GHEORGHE DANIEL,62,UNIUNEA SOCIAL LIBERALĂ,
43180,GANEA NICOLAE,15,PARTIDUL DEMOCRAT LIBERAL,
44818,BOȘCODEALĂ CONSTANTIN OCTAVIAN,62,UNIUNEA SOCIAL LIBERALĂ,
45003,CONSTANTIN DUMITRU LAURENȚIU,61,PARTIDUL SOCIAL DEMOCRAT,
45101,MARCU VALERIU,31,PARTIDUL NAȚIONAL LIBERAL,
45245,BEȘLIU I. GHEORGHE,61,PARTIDUL SOCIAL DEMOCRAT,
45888,MARIN STOICA,31,PARTIDUL NAȚIONAL LIBERAL,
49956,SUDITU VIRGIL,61,PARTIDUL SOCIAL DEMOCRAT,
45539,PERȚEA ADRIAN ION,31,PARTIDUL NAȚIONAL LIBERAL,
45815,CÎNJĂU IONEL - TRANDAFIR,61,PARTIDUL SOCIAL DEMOCRAT,
46251,ENACHE ION,31,PARTIDUL NAȚIONAL LIBERAL,
46313,MITROIU DUMITRU,62,UNIUNEA SOCIAL LIBERALĂ,
46377,NICOLAE ILIE,31,PARTIDUL NAȚIONAL LIBERAL,
45389,GRIGORE VALENTIN,15,PARTIDUL DEMOCRAT LIBERAL,
46439,RĂDULESCU PAVEL PETRIȘOR,61,PARTIDUL SOCIAL DEMOCRAT,
46554,PANAITESCU GIGEL DANIEL,61,PARTIDUL SOCIAL DEMOCRAT,
46769,DRAGOMIR DUMITRU,61,PARTIDUL SOCIAL DEMOCRAT,
175732,MOSCU ȘTEFAN,62,UNIUNEA SOCIAL LIBERALĂ,
47453,CHIRCĂ ȘTEFAN,61,PARTIDUL SOCIAL DEMOCRAT,
47079,BĂCNEANU GHEORGHE,61,PARTIDUL SOCIAL DEMOCRAT,
47186,LEFTER VASILE,61,PARTIDUL SOCIAL DEMOCRAT,
47337,CÎRSTEA DANIEL,61,PARTIDUL SOCIAL DEMOCRAT,
47630,BEȘLIU VALERIU,61,PARTIDUL SOCIAL DEMOCRAT,
47818,NEGRARU IONEL EDGAR,61,PARTIDUL SOCIAL DEMOCRAT,
48922,NEACȘU ILIE,61,PARTIDUL SOCIAL DEMOCRAT,
48557,STURZU GHEORGHE,31,PARTIDUL NAȚIONAL LIBERAL,
48682,CHIRU MARIUS VIOREL,61,PARTIDUL SOCIAL DEMOCRAT,
49073,TĂNASE SORIN,61,PARTIDUL SOCIAL DEMOCRAT,
49206,MANEA LAURENȚIU - IULIAN,61,PARTIDUL SOCIAL DEMOCRAT,
49625,GIOABĂ STELIAN,61,PARTIDUL SOCIAL DEMOCRAT,
49313,RĂICAN TRAIAN,61,PARTIDUL SOCIAL DEMOCRAT,
170168,IGNĂTESCU ION,62,UNIUNEA SOCIAL LIBERALĂ,
49769,PANȚURU VIOREL,31,PARTIDUL NAȚIONAL LIBERAL,
50068,MUȘAT MARIAN,62,UNIUNEA SOCIAL LIBERALĂ,
50228,PETCU CONSTANTIN,61,PARTIDUL SOCIAL DEMOCRAT,
50549,TIRIZICĂ GHEORGHIȚĂ,61,PARTIDUL SOCIAL DEMOCRAT,
50415,LAZĂR ALEXANDRU,61,PARTIDUL SOCIAL DEMOCRAT,
50479,TESLOVEANU DUMITRU,61,PARTIDUL SOCIAL DEMOCRAT,
175439,TĂTARU GHEORGHE,15,PARTIDUL DEMOCRAT LIBERAL,
175466,ALANEI ION,62,UNIUNEA SOCIAL LIBERALĂ,
